product_name,product_url,product_price,product_rating,product_shipping,product_reviews,childrens_mask,z_score_price,ear_loops,mask_pack,reusable
Guteauto 4 Pcs Summer Face Mask UV Protection Neck Gaiter Scarf Sunscreen Breathable Bandana for Men and Women,https://www.amazon.com/Guteauto-Protection-Sunscreen-Breathable-Bandana/dp/B087PZMSY4/ref=sr_1_61?dchild=1&keywords=face+mask+for+virus&qid=1592271726&sr=8-61,21,4.6,FREE: Orders over $25,16,0,0.119578042,0,1,0
"Guria Fashion Protective Cloth Face Mask, Washable Reusable Spandex Fabric - Unisex, 20+ Colors Available",https://www.amazon.com/Guria-Fashion-Protective-Washable-Reusable/dp/B086QMBRLJ/ref=sr_1_62?dchild=1&keywords=face+mask+for+virus&qid=1592271726&sr=8-62,12,3.9,Charge,27,0,-0.389206561,0,0,1
"Homemade Medical Face Mask: The Best Guide to Make Different Types of Face Masks to Protect Yourself from Bacteria, Infections and Viruses",https://www.amazon.com/Homemade-Medical-Face-Mask-Infections-ebook/dp/B089NM2YWP/ref=sr_1_63?dchild=1&keywords=face+mask+for+virus&qid=1592271726&sr=8-63,NA,5,Charge,8,0,NA,0,0,0
TShopm Reusable & Washable Mouth-Muffles For Darly Necessity,https://www.amazon.com/TShopm-Reusable-Washable-Mouth-Muffles-Necessity/dp/B0863DGTHS/ref=sr_1_64?dchild=1&keywords=face+mask+for+virus&qid=1592271726&sr=8-64,5,3.6,FREE Shipping,13,0,-0.784927919,0,0,1
Face Mask 2 Pack Adult Reversible Double Layer Knit Washable Made in the US,https://www.amazon.com/Adult-Reversible-Double-Layer-Washable/dp/B087SHRN4P/ref=sr_1_65?dchild=1&keywords=face+mask+for+virus&qid=1592271726&sr=8-65,18,4.5,Charge,11,0,-0.050016826,0,1,1
Breathing Protection Respirators (Pack of 1) Comfortable and Excellent Against Harmful Air Particle,https://www.amazon.com/Respiradores-protecci%C3%B3n-respiratoria-excelentes-part%C3%ADculas/dp/B087YKN4SZ/ref=sr_1_66?dchild=1&keywords=face+mask+for+virus&qid=1592271726&sr=8-66,9,2,FREE: Orders over $25,18,0,-0.558801429,0,1,0
Snoozies Face Coverings For Women & Men - Washable Face Covering w 4 Disposable Filters - Reusable Face Covering - Flexible Nose Bridge - Adjustable Ear Bands - 3 Layers of Fabric - Dogs,https://www.amazon.com/Snoozies-Face-Coverings-Women-Men/dp/B087LRLZKG/ref=sr_1_67?dchild=1&keywords=face+mask+for+virus&qid=1592271726&sr=8-67,14,3.8,FREE Shipping,7,0,-0.276143316,0,0,1
"DIY HOMEMADE MEDICAL FACE MASK, HAND SANITIZER, DISINFECTANT WIPE, AND SPRAY: Your 3-in-1 Guide to Make Your Own Germ-Free & Antiviral Face Mask, Hand Sanitizer and Disinfectants",https://www.amazon.com/HOMEMADE-MEDICAL-SANITIZER-DISINFECTANT-SPRAY-ebook/dp/B0873X7M91/ref=sr_1_68?dchild=1&keywords=face+mask+for+virus&qid=1592271726&sr=8-68,NA,4.3,Charge,8,0,NA,0,0,0
eacho 50 Pcs Disposable Mouth Face Cover- Dust Breathable Earloop Comfortable 3-Layer Face Cover,https://www.amazon.com/eacho-Disposable-Breathable-Earloop-Comfortable/dp/B0863LB4HB/ref=sr_1_69?dchild=1&keywords=face+mask+for+virus&qid=1592271726&sr=8-69,39,2.7,Charge,4,0,1.137147247,1,1,0
Face Mask 2 Pack Adult Reversible Double Layer Knit Washable Made in the US,https://www.amazon.com/Adult-Reversible-Double-Layer-Washable/dp/B087SJR7T1/ref=sr_1_70?dchild=1&keywords=face+mask+for+virus&qid=1592271726&sr=8-70,18,4.6,Charge,3,0,-0.050016826,0,1,1
kaimu Dust Mask PM2.5 Activated Carbon Filter Adult Children Masks with Valve Adult Helmets Protective Mask Face Cover,https://www.amazon.com/M%C3%A1scara-antipolvo-activado-adultos-m%C3%A1scaras/dp/B086VZVF6S/ref=sr_1_71?dchild=1&keywords=face+mask+for+virus&qid=1592271726&sr=8-71,6,2.9,FREE Shipping,22,0,-0.728396296,0,0,0
Face Mask 2 Pack Adult Reversible Double Layer Knit Washable Made in the US,https://www.amazon.com/Adult-Reversible-Double-Layer-Washable/dp/B087SK6XY9/ref=sr_1_72?dchild=1&keywords=face+mask+for+virus&qid=1592271726&sr=8-72,18,2.9,Charge,3,0,-0.050016826,0,1,1
Disposable Face Masks (Pack of 15ct),https://www.amazon.com/Disposable-Face-Masks-Pack-15ct/dp/B084BJG1GC/ref=sr_1_73?dchild=1&keywords=face+mask+for+virus&qid=1592271726&sr=8-73,7,3.9,Charge,388,0,-0.671864674,0,1,0
LA LEELA Men's Cool Casual Short Sleeve Aloha Hawaiian Shirt,https://www.amazon.com/LEELA-Rayon-Loose-Party-Medium/dp/B06ZZYXGNL/ref=sr_1_74?dchild=1&keywords=face+mask+for+virus&qid=1592271726&sr=8-74,NA,4.1,Charge,0,0,NA,0,0,0
Fashion Face Scarf Masks Double Layer Black for Men and Women 100% Cotton Fabric Washable Reusable Fashion Face Mask Black(Quality Secured from Eurono1home ONLY!!!),https://www.amazon.com/Fashion-Washable-Reusable-Quality-Eurono1home/dp/B0881BM7WF/ref=sr_1_75?dchild=1&keywords=face+mask+for+virus&qid=1592271726&sr=8-75,4,4.1,FREE Shipping,11,0,-0.841459541,0,0,1
1+10 Mouth Cover Adult Reusable Unisex and 15 Years Old and Up (Choose amazon for quick delivery),https://www.amazon.com/Reusable-Unisex-Choose-amazon-delivery/dp/B0851YBG8S/ref=sr_1_76?dchild=1&keywords=face+mask+for+virus&qid=1592271726&sr=8-76,9,4.1,FREE Shipping,81,0,-0.558801429,0,0,1
"5 PACK Face Protective with Breathing – Washable, Reusable – Protection from Dust, Pollen, Other Airborne Irritants",https://www.amazon.com/PACK-Face-Protective-Breathing-Protection/dp/B088FNCDNB/ref=sr_1_77?dchild=1&keywords=face+mask+for+virus&qid=1592271726&sr=8-77,29,2.3,FREE Shipping by Amazon,49,0,0.571831022,0,1,1
5 PCS Headwear Face Mask Bandanas UV Sun Proection Dustproof Face Cover Neck Gaiter for Outdoor Sports,https://www.amazon.com/Bandana-Headwear-UV-Proof-Dustproof-Balaclava/dp/B086X1VN4R/ref=sr_1_78?dchild=1&keywords=face+mask+for+virus&qid=1592271726&sr=8-78,19,5,FREE Shipping,1,0,0.006514797,0,1,0
"QWENB 50 Pcs Disposable Cover Unisex Oral Protection 3-ply Filter Hygiene and Protection Against Surgical Dust Waterproof Cover, High Filtration and Ventilation Security",https://www.amazon.com/QWENB-Disposable-Protection-Waterproof-Ventilation/dp/B087WK78RW/ref=sr_1_79?dchild=1&keywords=face+mask+for+virus&qid=1592271726&sr=8-79,17,3.5,FREE Shipping,12,0,-0.106548448,0,1,0
"Face Mask - 100 Disposable Ear-Loop Masks (50ct Per Box, Pack of 2) Protection from Dust, Pollen, and More – Mouth Cover Ideal for Everyday Use, Blue",https://www.amazon.com/Face-Mask-Disposable-Ear-Loop-Protection/dp/B0887T7VTZ/ref=sr_1_80?dchild=1&keywords=face+mask+for+virus&qid=1592271726&sr=8-80,43,3.7,Charge,39,0,1.363273737,1,1,0
"20 packs of PM 2.5 activated carbon filter (5 layers), permanent household protective filter, effective non-woven cotton filter",https://www.amazon.com/activated-permanent-household-protective-effective/dp/B087NBBSG4/ref=sr_1_81?dchild=1&keywords=face+mask+for+virus&qid=1592271726&sr=8-81,14,4.7,FREE: Orders over $25,32,0,-0.276143316,0,1,0
Pm2.5 Mask Activated Carbon Filter for Charcoal Face Masks Mouth Cover Refill Insert Replacements 5 Layers Replaceable Filters Paper (10PC),https://www.amazon.com/Activated-Charcoal-Replacements-Replaceable-Filters/dp/B088X1V9SK/ref=sr_1_82?dchild=1&keywords=face+mask+for+virus&qid=1592271726&sr=8-82,8,5,FREE: Orders over $25,2,0,-0.615333051,0,0,0
"IFFEI 3 Pack Protective Face Mask, Unisex Mouth Mask, Reusable Washable Breathable Face Shield for Cycling Camping Travel",https://www.amazon.com/IFFEI-Protective-Reusable-Washable-Breathable/dp/B087822R7N/ref=sr_1_83?dchild=1&keywords=face+mask+for+virus&qid=1592271726&sr=8-83,9,2.5,Charge,154,0,-0.558801429,0,1,1
"Balaclava Face Mask Ultimate Protection from Dust, Aerosols & Elements - 6 Ways to Wear",https://www.amazon.com/pasamonta%C3%B1as-protecci%C3%B3n-definitiva-aerosoles-elementos/dp/B075QYMKZG/ref=sr_1_84?dchild=1&keywords=face+mask+for+virus&qid=1592271726&sr=8-84,14,4.5,FREE: Orders over $25,1346,0,-0.276143316,0,0,0
"ALBIZIA Unisex Seamless Triangle Face Rave Bandana Neck Gaiter Tube Cover, Motorcycle Face Bandana for Women Men Face Scarf",https://www.amazon.com/ALBIZIA-Seamless-Triangle-Bandana-Motorcycle/dp/B087F9ZPCB/ref=sr_1_85?dchild=1&keywords=face+mask+for+virus&qid=1592271726&sr=8-85,11,4,FREE: Orders over $25,9,0,-0.445738184,0,0,0
"Five Pack (5) Cloth Face Mask - Soft - Civilian - Washable & Reusable (Black, 100% Cotton 5""x7"")",https://www.amazon.com/Five-Pack-Cloth-Face-Mask/dp/B0872KQTJX/ref=sr_1_86?dchild=1&keywords=face+mask+for+virus&qid=1592271726&sr=8-86,14,3.4,FREE Shipping,26,0,-0.276143316,0,1,1
20PCS Activated Carbon Filters Replacement for Dust Face_Mask for Woodworking Outdoor Travel Universal Filter (20pcs),https://www.amazon.com/Activated-Replacement-Face_Mask-Woodworking-Universal/dp/B087JTZ56X/ref=sr_1_87?dchild=1&keywords=face+mask+for+virus&qid=1592271726&sr=8-87,27,4.4,FREE Shipping by Amazon,22,0,0.458767777,0,1,0
"Disposable Face Mask. NEW DESIGN. Made in the USA. Comfortable and Secure Wrap Around Face Shield. Germ Protection (10 ct.) (LARGE-head circumference 23""-27"")",https://www.amazon.com/Disposable-Comfortable-Protection-LARGE-head-circumference/dp/B088Q2GQD9/ref=sr_1_88?dchild=1&keywords=face+mask+for+virus&qid=1592271726&sr=8-88,14,NA,Charge,0,0,-0.276143316,0,0,0
Face Mask: How To Make Your Own Face Mask At Home - DIY Homemade Medical Reusable Face Mask - Protect Yourself From Viruses And Infections (Step By Step Guide With Illustrations),https://www.amazon.com/Face-Mask-Homemade-Infections-Illustrations-ebook/dp/B0876DGMWK/ref=sr_1_89?dchild=1&keywords=face+mask+for+virus&qid=1592271726&sr=8-89,NA,4.7,Charge,13,0,NA,0,0,1
Breathing Protection Respirators (Pack of 1) Comfortable and Excellent Against Harmful Air Particle Suitable for children,https://www.amazon.com/Breathing-Protection-Respirators-Comfortable-Excellent/dp/B087YXMJMQ/ref=sr_1_90?dchild=1&keywords=face+mask+for+virus&qid=1592271726&sr=8-90,18,4.6,Charge,12,0,-0.050016826,0,1,0
"iHeartRaves Seamless Face Mask Mouth Cover Bandanas for Dust, Outdoors, Festivals, Sports",https://www.amazon.com/iHeartRaves-Aquatic-Jungle-Seamless-Bandana/dp/B07B68HG7C/ref=sr_1_91?dchild=1&keywords=face+mask+for+virus&qid=1592271726&sr=8-91,12,3.4,FREE: Orders over $25,112,0,-0.389206561,0,0,0
50pcs Face Shield Disposable Three-Layer dust-Proof and Anti-Fog Elastic Earrings,https://www.amazon.com/Disposable-Three-Layer-dust-Proof-Anti-Fog-Earrings/dp/B085WMX8Z5/ref=sr_1_92?dchild=1&keywords=face+mask+for+virus&qid=1592271726&sr=8-92,18,3.2,FREE Shipping,113,0,-0.050016826,0,1,0
HJLIKE Men Women Face Scarf Bandana Ear Loops Face Balaclava Neck Gaiters for Dust Wind,https://www.amazon.com/HJLIKE-Bandana-Balaclava-Gaiters-Motorcycle/dp/B087TPDYNW/ref=sr_1_93?dchild=1&keywords=face+mask+for+virus&qid=1592271726&sr=8-93,13,5,FREE: Orders over $25,8,0,-0.332674938,1,0,0
"AstroAI Face Mask Windproof Ski Mask Balaclava for Men Women, Gray",https://www.amazon.com/AstroAI-Balaclava-Windproof-Breathable-Superfine/dp/B07VHPC4SF/ref=sr_1_94?dchild=1&keywords=face+mask+for+virus&qid=1592271726&sr=8-94,11,4.4,FREE: Orders over $25,3826,0,-0.445738184,0,0,0
"JSPOYOU New Outdoor Washable Reuse Printing Protection (Blue, One Size)",https://www.amazon.com/JSPOYOU-Outdoor-Washable-Printing-Protection/dp/B087JMLXLN/ref=sr_1_95?dchild=1&keywords=face+mask+for+virus&qid=1592271726&sr=8-95,NA,2.5,Charge,3,0,NA,0,0,1
Face Mask 2 Pack Adult Reversible Double Layer Knit Washable Made in the US,https://www.amazon.com/Adult-Reversible-Double-Layer-Washable/dp/B087SG98S2/ref=sr_1_96?dchild=1&keywords=face+mask+for+virus&qid=1592271726&sr=8-96,18,3.3,Charge,3,0,-0.050016826,0,1,1
face mask for virus protection,https://www.amazon.com/s/?k=face+mask+for+virus+protection&ref=sugsr_0&pd_rd_w=aGrUs&pf_rd_p=ff875a9e-7810-43da-bae9-ec4c363817ac&pf_rd_r=YYCGKRYCHF2MQGB3J6TM&pd_rd_r=a48723ae-c5ac-423e-88a5-cf4b94a2c9cb&pd_rd_wg=v4KoK&qid=1592271744,NA,NA,Charge,0,0,NA,0,0,0
face mask for virus protection n95,https://www.amazon.com/s/?k=face+mask+for+virus+protection+n95&ref=sugsr_1&pd_rd_w=aGrUs&pf_rd_p=ff875a9e-7810-43da-bae9-ec4c363817ac&pf_rd_r=YYCGKRYCHF2MQGB3J6TM&pd_rd_r=a48723ae-c5ac-423e-88a5-cf4b94a2c9cb&pd_rd_wg=v4KoK&qid=1592271744,NA,NA,Charge,0,0,NA,0,0,0
face mask reusable,https://www.amazon.com/s/?k=face+mask+reusable&ref=sugsr_2&pd_rd_w=aGrUs&pf_rd_p=ff875a9e-7810-43da-bae9-ec4c363817ac&pf_rd_r=YYCGKRYCHF2MQGB3J6TM&pd_rd_r=a48723ae-c5ac-423e-88a5-cf4b94a2c9cb&pd_rd_wg=v4KoK&qid=1592271744,NA,NA,Charge,0,0,NA,0,0,1
filtered face mask for virus,https://www.amazon.com/s/?k=filtered+face+mask+for+virus&ref=sugsr_3&pd_rd_w=aGrUs&pf_rd_p=ff875a9e-7810-43da-bae9-ec4c363817ac&pf_rd_r=YYCGKRYCHF2MQGB3J6TM&pd_rd_r=a48723ae-c5ac-423e-88a5-cf4b94a2c9cb&pd_rd_wg=v4KoK&qid=1592271744,NA,NA,Charge,0,0,NA,0,0,0
Disposable General Use 3 Ply Face Cover Shield - Bandana Scarf Covering - Facial Protection Filtration Earloop - Pack of 50,https://www.amazon.com/Disposable-General-Face-Cover-Shield/dp/B0889VG864/ref=sr_1_97?dchild=1&keywords=face+mask+for+virus&qid=1592271744&sr=8-97,29,4.2,FREE Shipping,23,0,0.571831022,1,1,0
DX 50 PCS Adult PM 2.5 Activated Carbon Filter 5 Layers Replaceable Anti Haze Filter Paper,https://www.amazon.com/DX-Activated-Carbon-Filter-Replaceable/dp/B087P85CSZ/ref=sr_1_98?dchild=1&keywords=face+mask+for+virus&qid=1592271744&sr=8-98,35,5,FREE Shipping by Amazon,3,0,0.911020757,0,1,0
Klear Vu Reusable-Washable Polyester Masks Geometric Pattern (Set of 3) (MASKS464),https://www.amazon.com/Klear-Vu-Reusable-Washable-Polyester-MASKS464/dp/B086WLDMRM/ref=sr_1_99?dchild=1&keywords=face+mask+for+virus&qid=1592271744&sr=8-99,NA,3.5,Charge,94,0,NA,0,0,1
"Health Mask Now, Antimicrobial, Ships Today from USA, Colors Vary, Adult Size, in Stock (Antimicrobial Standard (Thicker Cloth), L (Adult Most))",https://www.amazon.com/Health-Mask-Now-Antimicrobial-Standard/dp/B085VZ3S15/ref=sr_1_100?dchild=1&keywords=face+mask+for+virus&qid=1592271744&sr=8-100,19,2.4,Charge,43,0,0.006514797,0,0,0
10PC Dust Face Bandanas Reusable Breathable Windproof Outdoor Cloth Bandanas for Man Woman,https://www.amazon.com/Bandanas-Reusable-Breathable-Windproof-Outdoor/dp/B0881R1X81/ref=sr_1_101?dchild=1&keywords=face+mask+for+virus&qid=1592271744&sr=8-101,18,4,FREE Shipping,3,0,-0.050016826,0,0,1
LA LEELA Men's Camp Hawaiian Shirt Beach Aloha Party Casual Holiday Solid Plain,https://www.amazon.com/Camisa-hawaiana-hombre-fiesta-vacaciones/dp/B00YIV0E76/ref=sr_1_102?dchild=1&keywords=face+mask+for+virus&qid=1592271744&sr=8-102,NA,4.1,Charge,0,0,NA,0,0,0
2 with Respirator Carbon Activated Filter Adjustable Replaceable Washable for Dust Pollution Pollen Mowing Woodworking (Bladk),https://www.amazon.com/Respirator-Activated-Adjustable-Replaceable-Woodworking/dp/B08817GTHB/ref=sr_1_103?dchild=1&keywords=face+mask+for+virus&qid=1592271744&sr=8-103,36,NA,Charge,0,0,0.96755238,0,0,1
Face Mask 2 Pack Adult Reversible Double Layer Knit Washable Made in the US,https://www.amazon.com/Adult-Reversible-Double-Layer-Washable/dp/B087SNXZNG/ref=sr_1_104?dchild=1&keywords=face+mask+for+virus&qid=1592271744&sr=8-104,18,3,Charge,1,0,-0.050016826,0,1,1
"Jackson Safety Face Shield Mask Kit for Medical Protection, Healthcare Workers, Reusable, Adjustable, Full Coverage for Men, Women, 9”x 14” Fog Resistant Window, 14350 MFS-320 Series",https://www.amazon.com/Jackson-Safety-Protection-Healthcare-Adjustable/dp/B088BMZT11/ref=sr_1_105?dchild=1&keywords=face+mask+for+virus&qid=1592271744&sr=8-105,NA,2.7,FREE: Orders over $25,25,0,NA,0,0,1
"Tukellen 50 Pieces Disposable 3-ply Protection Face Cover Dust-proof Dust Waterproof Cover, High Filtration and Ventilation Security, Model Number: 50Masks",https://www.amazon.com/Tukellen-Disposable-Protection-Dust-proof-Ventilation/dp/B087C6FFL5/ref=sr_1_106?dchild=1&keywords=face+mask+for+virus&qid=1592271744&sr=8-106,25,3.2,FREE Shipping,87,0,0.345704532,0,0,0
"Cotton Face Mask with replaceable PM2.5 Activated Carbon Mask for Running, Traveling, Cycling Washable and Reusable Warm Windproof Mask",https://www.amazon.com/replaceable-Activated-Traveling-Washable-Windproof/dp/B07KMRM79S/ref=sr_1_107?dchild=1&keywords=face+mask+for+virus&qid=1592271744&sr=8-107,26,4.1,FREE Shipping by Amazon,10,0,0.402236154,0,0,1
"Samadhaan Disposable Mask - Safety Face Mask (Pack of 50) Non Woven Thick 3-Layer Breathable Facial Masks with Adjustable Earloop, Anti Droplets, Mouth and Nose Protection Dust Masks",https://www.amazon.com/Samadhaan-Disposable-Mask-Breathable-Adjustable/dp/B0874VCSD7/ref=sr_1_108?dchild=1&keywords=face+mask+for+virus&qid=1592271744&sr=8-108,9,3.9,Charge,22,0,-0.558801429,1,1,0
Face Mask 2 Pack Adult Reversible Double Layer Knit Washable Made in the US,https://www.amazon.com/Adult-Reversible-Double-Layer-Washable/dp/B087SXYFWS/ref=sr_1_109?dchild=1&keywords=face+mask+for+virus&qid=1592271744&sr=8-109,18,5,Charge,1,0,-0.050016826,0,1,1
"Lunair Essential 3-Layer Protective Face Mask Black | Ultra-Soft, Reusable, Washable and Modable Nose Bridge Elastic Ear Loops Treated with our Gold Fuze Technology",https://www.amazon.com/Essential-Protective-Ultra-Soft-Reusable-Technology/dp/B0874DR7HL/ref=sr_1_110?dchild=1&keywords=face+mask+for+virus&qid=1592271744&sr=8-110,18,4,Charge,15,0,-0.050016826,1,0,1
"STYLE MASTER 5pcs Anti Pollution Dust Mask Face Mouth Mask Washable and Reusable Mask for Cycling, Camping",https://www.amazon.com/Pollution-Washable-Reusable-Cycling-Camping/dp/B01DHP8Z10/ref=sr_1_111?dchild=1&keywords=face+mask+for+virus&qid=1592271744&sr=8-111,8,3.1,FREE: Orders over $25,19,0,-0.615333051,0,1,1
"Jiandi 3-Ply Disposable Face Mask, 50 Pack Breathable Non-Woven Protective Masks Cover For Adults Men Women",https://www.amazon.com/Jiandi-Disposable-Breathable-Non-Woven-Protective/dp/B088RDQJX7/ref=sr_1_112?dchild=1&keywords=face+mask+for+virus&qid=1592271744&sr=8-112,23,3.9,FREE: Orders over $25,13,0,0.232641287,0,1,0
Kids 10Pcs Washable Cotton Anti Dust Reusable Comfortable Breathable Dustproof Windproof Outdoor For Students,https://www.amazon.com/Washable-Comfortable-Breathable-Dustproof-Windproof/dp/B087RHCWW1/ref=sr_1_113?dchild=1&keywords=face+mask+for+virus&qid=1592271744&sr=8-113,19,2.1,Charge,6,0,0.006514797,0,1,1
"Face Mask - 500 Disposable Ear-Loop Masks (50ct Per Box, Pack of 10) Protection from Dust, Pollen, and More – Mouth Cover Ideal for Everyday Use, Blue",https://www.amazon.com/Face-Mask-Disposable-Ear-Loop-Protection/dp/B0887YZSBR/ref=sr_1_114?dchild=1&keywords=face+mask+for+virus&qid=1592271744&sr=8-114,174,4.5,FREE Shipping,2,0,8.768916288,1,1,0
"E COASTAL Resafy Mask Strap Extenders, Snugly Extending for Mask Band, Mask Belt Strap of Masks, 20 Packs, Black",https://www.amazon.com/COASTAL-Resafy-Extenders-Snugly-Extending/dp/B088H3YT47/ref=sr_1_115?dchild=1&keywords=face+mask+for+virus&qid=1592271744&sr=8-115,15,5,FREE: Orders over $25,4,0,-0.219611693,0,1,0
PAMASE 3 Pcs American Flag Outdoor Mask- Multifunctional Seamless Microfiber American Flag UV Protection Face Neck Shields Headwear for Men&Women Motorcycle Hiking Cycling Ski Snowboard(Grey),https://www.amazon.com/PAMASE-Multifunctional-Microfiber-Protection-Motorcycle/dp/B07PVF4W9H/ref=sr_1_116?dchild=1&keywords=face+mask+for+virus&qid=1592271744&sr=8-116,13,4.4,FREE: Orders over $25,1184,0,-0.332674938,0,1,0
"Gokeop 50 Pcs Pink Protect People and Famliy, Dustproof Haze-Proof Anti-Spray for Adults",https://www.amazon.com/Gokeop-Protect-Dustproof-Haze-Proof-Anti-Spray/dp/B0887ZHDS3/ref=sr_1_117?dchild=1&keywords=face+mask+for+virus&qid=1592271744&sr=8-117,16,NA,Charge,0,0,-0.163080071,0,1,0
"Facial Protection Filtration 95%,Anti-Fog, Dust-Proof with Adjustable Cover Full Face Protection Masks 1PCS",https://www.amazon.com/Protection-Filtration-Anti-Fog-Dust-Proof-Adjustable/dp/B088WB2HZL/ref=sr_1_118?dchild=1&keywords=face+mask+for+virus&qid=1592271744&sr=8-118,16,4.3,FREE: Orders over $25,44,0,-0.163080071,0,1,0
Mouth Masks for Dust Protection Anti Face Mask Washable Earloop Mask Camouflage,https://www.amazon.com/M%C3%A1scara-protecci%C3%B3n-anticara-lavable-camuflaje/dp/B085WW789X/ref=sr_1_119?dchild=1&keywords=face+mask+for+virus&qid=1592271744&sr=8-119,NA,2.2,Charge,4,0,NA,1,0,1
HOMEMADE MEDICAL FACE MASK: Step By-Step Guide for beginners on How to Make Your Own Medical Face Mask to Prevent and Protect Yourself from Viruses and Stay Healthy.,https://www.amazon.com/HOMEMADE-MEDICAL-FACE-MASK-Step-ebook/dp/B088ZX3MFF/ref=sr_1_120?dchild=1&keywords=face+mask+for+virus&qid=1592271744&sr=8-120,NA,NA,Charge,0,0,NA,0,0,0
Summer Neck Gaiter Face Scarf/Bandana Face Mask/Balaclava Neck Gaiters Face Scarf/Dust Face Mask/Motorcycle Face Mask Unisex,https://www.amazon.com/Summer-Bandana-Balaclava-Gaiters-Motorcycle/dp/B087NJ5XPW/ref=sr_1_121?dchild=1&keywords=face+mask+for+virus&qid=1592271744&sr=8-121,11,4.1,FREE Shipping,71,0,-0.445738184,0,0,0
"6 pcs Made of Cotton, Washable Reusable Cloth Unisex Dustproof Anti-pollen Pet Dander, Droplet Pollution (3 color)",https://www.amazon.com/Washable-Reusable-Dustproof-Anti-pollen-Pollution/dp/B086YDXT6J/ref=sr_1_122?dchild=1&keywords=face+mask+for+virus&qid=1592271744&sr=8-122,27,2.7,FREE Shipping by Amazon,131,0,0.458767777,0,1,1
Adult Mask Nature Ladybug in The Purple and White Flowers Fabric Cotton Face Masks Washable Cloth Masks for Men Women Cycling Camping Travel,https://www.amazon.com/Ladybug-Flowers-Washable-Cycling-Camping/dp/B088GWFWJM/ref=sr_1_123?dchild=1&keywords=face+mask+for+virus&qid=1592271744&sr=8-123,9,NA,Charge,0,0,-0.558801429,0,0,1
2PCS Funny Breathable Reusable Outdoor Sport Half Face Bandanas for Women Men,https://www.amazon.com/Funny-Breathable-Reusable-Outdoor-Bandanas/dp/B088D8221J/ref=sr_1_124?dchild=1&keywords=face+mask+for+virus&qid=1592271744&sr=8-124,12,2.7,FREE Shipping,4,0,-0.389206561,0,1,1
Oakridge Medical Face Mask | Medical Grade | 50 Masks | CDC Approved | Disposable | Earloop,https://www.amazon.com/Oakridge-Medical-Approved-Disposable-Reusable/dp/B087JYPMQV/ref=sr_1_125?dchild=1&keywords=face+mask+for+virus&qid=1592271744&sr=8-125,NA,3,Charge,3,0,NA,1,0,0
Dinfoger 10Pcs Resuable Protective Cycling Sports Cotton Face Kou Zhao with White,https://www.amazon.com/Dinfoger-Resuable-Protective-Cycling-Sports/dp/B086VNB8LM/ref=sr_1_126?dchild=1&keywords=face+mask+for+virus&qid=1592271744&sr=8-126,23,3.4,Charge,13,0,0.232641287,0,1,0
"20 PCS PM2.5MASK Activated Carbon Filter, Replaceable Anti Haze Filters 5 Layers, Protective Mouth Filter for Outdoor",https://www.amazon.com/PM2-5MASK-Activated-Replaceable-Filters-Protective/dp/B088R23WXL/ref=sr_1_127?dchild=1&keywords=face+mask+for+virus&qid=1592271744&sr=8-127,15,5,FREE: Orders over $25,1,0,-0.219611693,0,1,0
"E COASTAL Resafy Mask Strap Extenders, Snugly Extending for Mask Band, Mask Belt Strap of Masks, 10 Packs, Black",https://www.amazon.com/COASTAL-Resafy-Extenders-Snugly-Extending/dp/B086L86PXR/ref=sr_1_128?dchild=1&keywords=face+mask+for+virus&qid=1592271744&sr=8-128,12,4.3,FREE: Orders over $25,30,0,-0.389206561,0,1,0
"Washable Cotton Mask with Filter Pocket 4 Layers Reusable face mask mouth cover, Adjustable earloops, Pack of 3, Black",https://www.amazon.com/Washable-Cotton-Reusable-Adjustable-earloops/dp/B088WMDVZQ/ref=sr_1_129?dchild=1&keywords=face+mask+for+virus&qid=1592271744&sr=8-129,19,NA,Charge,0,0,0.006514797,1,1,1
10PCS Resuable Washable Comfy Cotton Outdoor Black Face Bandanas for Man and Woman,https://www.amazon.com/Resuable-Washable-Cotton-Outdoor-Bandanas/dp/B088FQ5LZ6/ref=sr_1_130?dchild=1&keywords=face+mask+for+virus&qid=1592271744&sr=8-130,17,4.5,FREE Shipping,2,0,-0.106548448,0,1,1
Breathing Protection Respirators (Pack of 1) Comfortable and Excellent Against Harmful Air Particle Suitable for children,https://www.amazon.com/Respiradores-protecci%C3%B3n-respiratoria-excelentes-part%C3%ADculas/dp/B087YX9JH2/ref=sr_1_131?dchild=1&keywords=face+mask+for+virus&qid=1592271744&sr=8-131,18,3.8,Charge,17,0,-0.050016826,0,1,0
"Reusable, Washable Breathable Facial Covering- Handmade in North America Certified Non-Woven Textile - High Protection - No Filter Required - Light and Comfortable - 10 Pack",https://www.amazon.com/Reusable-Breathable-Covering-Certified-Non-Woven/dp/B088KQJNDQ/ref=sr_1_132?dchild=1&keywords=face+mask+for+virus&qid=1592271744&sr=8-132,39,3.5,FREE Shipping,10,0,1.137147247,0,1,1
"Prime Layers Reusable Cloth Face Mask, Machine-Washable, Double-Layer, 100% Chambray Cotton Fabric Face Covering, Made in The USA (Gray)",https://www.amazon.com/Reusable-Machine-Washable-Double-Layer-Chambray-Covering/dp/B088HGHQPQ/ref=sr_1_133?dchild=1&keywords=face+mask+for+virus&qid=1592271744&sr=8-133,14,3.3,FREE: Orders over $25,5,0,-0.276143316,0,0,1
